#{"t_start": 1617895544.1983058, "env_id": "sdnsampling-MTD-exp-v0"}
r,l,t
0,1,25256.96412
0,1,25266.501404
106,1,25276.623954
0,1,25286.332908
0,1,25295.961487
0,1,25305.533237
106,1,25315.928973
0,1,25325.502257
124,1,25335.960914
125,1,25346.396706
0,1,25355.976432
113,1,25366.337905
0,1,25375.960612
123,1,25386.584211
0,1,25396.396945
111,1,25406.863894
0,1,25416.676621
0,1,25426.451929
108,1,25436.946615
111,1,25447.456475
116,1,25457.836693
0,1,25467.48877
0,1,25477.069577
0,1,25486.695817
123,1,25497.035789
114,1,25507.418345
106,1,25517.687906
0,1,25527.264415
107,1,25537.428169
109,1,25548.356329
0,1,25557.963901
0,1,25567.624177
0,1,25577.219902
113,1,25587.65994
125,1,25598.119933
0,1,25607.745027
0,1,25617.303441
0,1,25626.940426
0,1,25636.669586
0,1,25646.17994
0,1,25655.703134
0,1,25665.351694
118,1,25675.48718
116,1,25685.835557
110,1,25696.016261
106,1,25706.511817
0,1,25716.187803
0,1,25725.990615
0,1,25735.723363
0,1,25745.507741
0,1,25755.376245
0,1,25765.036101
121,1,25775.713561
123,1,25786.183577
0,1,25795.944427
0,1,25805.6492
0,1,25815.355347
105,1,25825.660228
110,1,25836.044763
0,1,25845.63229
119,1,25855.887938
0,1,25865.43284
0,1,25875.031983
113,1,25885.376763
0,1,25894.92806
0,1,25904.548428
115,1,25915.006095
113,1,25925.278355
0,1,25934.916655
109,1,25945.090408
117,1,25955.328516
0,1,25964.844234
112,1,25974.978331
0,1,25984.599784
0,1,25994.241776
0,1,26003.76047
108,1,26013.918561
0,1,26023.439023
0,1,26032.96541
0,1,26042.668093
0,1,26052.184042
0,1,26061.696141
116,1,26071.812031
0,1,26081.451441
0,1,26091.023895
109,1,26101.39981
0,1,26111.084361
114,1,26121.28941
0,1,26130.927869
0,1,26140.523659
114,1,26150.960921
0,1,26160.453545
0,1,26170.115903
115,1,26180.553117
117,1,26190.918045
0,1,26200.699919
0,1,26210.478508
0,1,26220.184261
0,1,26229.948058
0,1,26239.823323
0,1,26249.676614
0,1,26259.443817
119,1,26269.784242
0,1,26279.415759
0,1,26288.96535
119,1,26299.405901
0,1,26308.953222
110,1,26319.235991
0,1,26328.752612
120,1,26338.947509
0,1,26348.553212
0,1,26358.045781
112,1,26368.334005
0,1,26377.901916
0,1,26387.381297
0,1,26396.844606
0,1,26406.395999
107,1,26416.720185
118,1,26427.070679
0,1,26436.767312
0,1,26446.400338
0,1,26456.002626
116,1,26466.329915
0,1,26475.889074
0,1,26485.568067
0,1,26495.140405
84,1,26515.040299
81,1,26535.143924
82,1,26555.377225
0,1,26565.544158
0,1,26574.844537
86,1,26595.023128
0,1,26604.290857
0,1,26613.485934
121,1,26623.91032
0,1,26633.726612
0,1,26643.268515
117,1,26653.675858
112,1,26664.073435
0,1,26673.757054
121,1,26684.260744
112,1,26694.521894
0,1,26704.056488
115,1,26714.426462
0,1,26723.903378
120,1,26734.418509
0,1,26744.084071
0,1,26753.611748
0,1,26763.031792
0,1,26772.649513
113,1,26782.865613
121,1,26793.129502
0,1,26802.732274
0,1,26812.376174
0,1,26821.978666
114,1,26832.372536
0,1,26841.935286
115,1,26852.256294
125,1,26862.653445
0,1,26872.264243
0,1,26881.880913
112,1,26892.272397
116,1,26902.573002
124,1,26913.000894
0,1,26922.754569
0,1,26932.527283
0,1,26942.191869
113,1,26952.587915
0,1,26962.176437
117,1,26972.532215
0,1,26982.072062
0,1,26991.583961
123,1,27001.904082
0,1,27011.519239
121,1,27021.952575
0,1,27031.739639
111,1,27042.303176
111,1,27052.827695
0,1,27062.560633
0,1,27072.137005
110,1,27082.496628
0,1,27091.965663
0,1,27101.521187
117,1,27111.858567
0,1,27121.385495
0,1,27131.018842
0,1,27140.723079
115,1,27151.072737
0,1,27160.752295
0,1,27170.272776
107,1,27180.771602
113,1,27191.318905
0,1,27201.145344
0,1,27210.883954
0,1,27220.534979
105,1,27230.780253
117,1,27241.139358
110,1,27251.597744
0,1,27261.148401
110,1,27271.516064
0,1,27281.036971
0,1,27290.619244
0,1,27300.203795
109,1,27310.668483
115,1,27321.051929
109,1,27331.388406
114,1,27341.636257
0,1,27351.240031
104,1,27361.584019
114,1,27371.875892
0,1,27381.452857
114,1,27391.964377
0,1,27401.748224
0,1,27411.636475
109,1,27422.081374
0,1,27431.815784
0,1,27441.496046
0,1,27451.068281
108,1,27461.560666
0,1,27471.16856
0,1,27480.781471
124,1,27491.122614
0,1,27500.76804
109,1,27511.07203
0,1,27520.63924
114,1,27530.868407
113,1,27541.207439
0,1,27550.760705
121,1,27560.968804
0,1,27571.268248
116,1,27581.55049
0,1,27591.108098
124,1,27601.53942
0,1,27611.159673
0,1,27620.664457
115,1,27631.031699
109,1,27641.389386
0,1,27651.061014
112,1,27661.453127
0,1,27671.076738
0,1,27680.650556
117,1,27691.030111
113,1,27701.48031
0,1,27711.023168
0,1,27720.800143
108,1,27731.274369
0,1,27741.077315
114,1,27751.709017
115,1,27762.106671
0,1,27771.868552
0,1,27781.624764
116,1,27792.175997
0,1,27801.863866
114,1,27812.447543
109,1,27822.914872
119,1,27833.467763
119,1,27843.767783
0,1,27853.417954
111,1,27863.860548
0,1,27873.536504
108,1,27883.839255
0,1,27893.483886
0,1,27903.160863
113,1,27913.441287
0,1,27922.957149
120,1,27933.391981
0,1,27942.927488
0,1,27952.517487
123,1,27962.968297
109,1,27973.145486
113,1,27983.653996
0,1,27993.176184
121,1,28003.480307
120,1,28013.56494
0,1,28023.031796
117,1,28033.329861
0,1,28042.960196
0,1,28052.536608
0,1,28062.184155
110,1,28072.357377
0,1,28081.876132
115,1,28092.326986
115,1,28102.814978
0,1,28112.427733
0,1,28121.98382
112,1,28132.346044
0,1,28141.800419
110,1,28152.022388
111,1,28162.279108
0,1,28171.900379
0,1,28181.556063
110,1,28191.915692
0,1,28201.435359
104,1,28211.543513
120,1,28221.933418
0,1,28231.479707
125,1,28241.88386
117,1,28252.216817
112,1,28262.47612
0,1,28272.153491
0,1,28281.753738
0,1,28291.132602
0,1,28300.776721
0,1,28309.928021
0,1,28318.934387
84,1,28338.850519
81,1,28358.868425
0,1,28367.931985
0,1,28377.01518
81,1,28397.107834
82,1,28417.139465
0,1,28426.480269
109,1,28436.910508
119,1,28447.444826
0,1,28457.04678
0,1,28466.812341
0,1,28476.668861
121,1,28487.095708
0,1,28496.969205
113,1,28507.506932
0,1,28517.247475
122,1,28527.831907
111,1,28538.515672
0,1,28548.280067
110,1,28558.840263
124,1,28569.361795
0,1,28579.207875
115,1,28589.629503
112,1,28600.042683
0,1,28610.523851
106,1,28620.950978
112,1,28631.419514
120,1,28641.783973
0,1,28651.347284
109,1,28661.731645
110,1,28672.165184
0,1,28681.764917
0,1,28691.356454
123,1,28701.86771
122,1,28712.150907
0,1,28721.800422
0,1,28731.516508
108,1,28741.729142
0,1,28751.341042
119,1,28761.772523
109,1,28772.020961
110,1,28782.2202
0,1,28791.725083
0,1,28801.226257
0,1,28810.848484
0,1,28820.36775
104,1,28830.445991
0,1,28839.931698
0,1,28849.550624
115,1,28859.832167
114,1,28870.072686
116,1,28880.148235
120,1,28890.496104
117,1,28900.847728
0,1,28910.369146
0,1,28919.990691
124,1,28930.311636
122,1,28940.813525
120,1,28951.348313
112,1,28961.741307
125,1,28972.256933
111,1,28982.839704
0,1,28992.635839
0,1,29002.45777
110,1,29012.922074
0,1,29022.565389
0,1,29032.083996
0,1,29041.704986
123,1,29052.007174
107,1,29062.300203
117,1,29072.764516
0,1,29082.268677
122,1,29092.676422
0,1,29102.361277
115,1,29112.672822
102,1,29123.155972
115,1,29133.739426
0,1,29143.515331
120,1,29154.061208
105,1,29164.544168
109,1,29174.900933
112,1,29185.411585
106,1,29195.85706
0,1,29205.501231
109,1,29215.787858
0,1,29225.326471
0,1,29234.954886
0,1,29244.432242
109,1,29254.804173
109,1,29265.258534
126,1,29275.775867
115,1,29286.092345
111,1,29296.545512
0,1,29306.385864
124,1,29317.006011
115,1,29327.668405
121,1,29338.443889
123,1,29348.934986
111,1,29359.468667
110,1,29369.970517
116,1,29380.316185
0,1,29389.859479
113,1,29400.237518
125,1,29410.624492
110,1,29420.921815
113,1,29431.140519
0,1,29440.659819
0,1,29450.160328
119,1,29460.372132
0,1,29469.883629
0,1,29479.411959
0,1,29488.930927
0,1,29498.479977
111,1,29508.956113
0,1,29518.634368
107,1,29528.99352
124,1,29539.526501
123,1,29549.909008
115,1,29560.268466
116,1,29570.572095
0,1,29580.156549
0,1,29589.864319
123,1,29600.45446
109,1,29611.120022
0,1,29621.713598
113,1,29632.255358
0,1,29641.99798
113,1,29652.47094
0,1,29662.150568
0,1,29671.668555
121,1,29682.060141
114,1,29692.400869
0,1,29702.037129
0,1,29711.610542
0,1,29721.285488
119,1,29731.531099
126,1,29741.805051
125,1,29752.109143
0,1,29761.773875
125,1,29771.946598
0,1,29781.448554
0,1,29790.984472
0,1,29800.644297
0,1,29810.14783
102,1,29820.190044
0,1,29829.764043
0,1,29839.235406
123,1,29849.632143
107,1,29860.006273
115,1,29870.356786
107,1,29880.496853
0,1,29890.132038
115,1,29900.603315
100,1,29910.989206
122,1,29921.386173
0,1,29931.040779
0,1,29940.725806
0,1,29950.377258
115,1,29961.032426
111,1,29971.65734
0,1,29981.366081
108,1,29991.839947
0,1,30001.481583
117,1,30011.876422
0,1,30021.60091
0,1,30031.251763
0,1,30041.026851
0,1,30050.764975
0,1,30060.488171
114,1,30070.792384
0,1,30080.447451
0,1,30090.047499
0,1,30099.742884
0,1,30109.361026
0,1,30118.431245
0,1,30127.57649
0,1,30136.676817
81,1,30156.633814
81,1,30176.696087
83,1,30196.635845
85,1,30216.59666
81,1,30236.510344
110,1,30246.89953
0,1,30256.480454
0,1,30266.054381
0,1,30275.664315
118,1,30286.037967
109,1,30296.292455
0,1,30305.925023
107,1,30316.115211
0,1,30325.715546
106,1,30336.054643
0,1,30345.524018
0,1,30355.162051
120,1,30365.548595
0,1,30375.127311
114,1,30385.577001
0,1,30395.172152
0,1,30404.881006
102,1,30415.36502
113,1,30425.774097
0,1,30435.553094
0,1,30445.359288
0,1,30455.176104
0,1,30464.900937
0,1,30474.564166
0,1,30484.284055
0,1,30494.063605
0,1,30503.764697
115,1,30514.284102
123,1,30524.748391
124,1,30535.280736
0,1,30544.956565
114,1,30555.204864
0,1,30564.747985
111,1,30575.044157
105,1,30585.383909
0,1,30594.985802
0,1,30604.465738
122,1,30614.87323
0,1,30624.444696
112,1,30634.734799
0,1,30644.280079
0,1,30653.872427
0,1,30664.174055
116,1,30674.540272
0,1,30684.044579
0,1,30693.481808
0,1,30703.040476
111,1,30713.332302
108,1,30723.642724
109,1,30733.762426
0,1,30743.400882
0,1,30752.995713
0,1,30762.640106
0,1,30772.220183
0,1,30781.756484
0,1,30791.433395
0,1,30801.057475
111,1,30811.359735
121,1,30821.959765
113,1,30832.100492
126,1,30842.672445
105,1,30852.984457
124,1,30863.44367
120,1,30873.757809
0,1,30883.252625
0,1,30892.90468
114,1,30903.26808
120,1,30913.771992
0,1,30923.488571
122,1,30933.953887
0,1,30943.662024
111,1,30954.165231
0,1,30963.939958
0,1,30973.650507
0,1,30983.195494
0,1,30992.856174
0,1,31002.381435
112,1,31012.777811
0,1,31022.254049
0,1,31031.869252
0,1,31041.460694
0,1,31051.0051
116,1,31061.3921
0,1,31071.099003
115,1,31081.572935
0,1,31091.352767
101,1,31101.788627
124,1,31112.348219
123,1,31122.951846
117,1,31133.345634
0,1,31142.909801
0,1,31152.331791
0,1,31162.000209
112,1,31172.320305
122,1,31182.791786
121,1,31193.039395
112,1,31203.296254
0,1,31212.777945
0,1,31222.328069
0,1,31232.081342
109,1,31242.508429
112,1,31252.885201
0,1,31262.569843
0,1,31272.177172
120,1,31282.684634
121,1,31293.104634
0,1,31302.735412
0,1,31312.419812
122,1,31322.910761
115,1,31333.148679
0,1,31342.780523
0,1,31352.478839
0,1,31362.060298
114,1,31372.292223
114,1,31382.685071
106,1,31392.867913
0,1,31402.327999
112,1,31412.71648
0,1,31422.263815
113,1,31432.638072
0,1,31442.423335
0,1,31452.217429
0,1,31461.760681
112,1,31471.908079
123,1,31482.228129
108,1,31492.75712
0,1,31502.468089
0,1,31512.138988
124,1,31522.78231
0,1,31532.03761
84,1,31552.11501
0,1,31561.38211
81,1,31581.381583
0,1,31590.586719
85,1,31610.597689
86,1,31630.53858
85,1,31650.441661
83,1,31670.306339
0,1,31679.252339
0,1,31688.234712
81,1,31708.13677
84,1,31728.103199
80,1,31748.680541
0,1,31757.748371
83,1,31777.659944
0,1,31786.648676
82,1,31806.553457
0,1,31815.589627
0,1,31824.599014
83,1,31844.351799
0,1,31853.271742
83,1,31873.170058
0,1,31882.198464
0,1,31891.180362
0,1,31900.156368
0,1,31909.133613
82,1,31929.082693
0,1,31938.14322
0,1,31947.091246
82,1,31967.014347
84,1,31987.018188
85,1,32006.940939
80,1,32026.902947
0,1,32036.003724
0,1,32045.034653
0,1,32054.036899
82,1,32074.073513
81,1,32094.095
85,1,32114.032657
0,1,32123.01153
0,1,32132.164212
0,1,32141.214764
82,1,32161.119939
0,1,32170.172169
0,1,32179.199269
82,1,32199.133945
80,1,32219.087276
85,1,32239.160019
0,1,32248.269886
84,1,32268.277411
0,1,32277.349057
82,1,32297.452765
84,1,32317.457242
82,1,32337.392321
0,1,32346.495374
0,1,32355.532634
0,1,32364.486958
0,1,32373.525536
83,1,32393.455993
86,1,32413.52537
0,1,32422.733104
0,1,32432.019202
0,1,32441.148216
0,1,32450.352759
84,1,32470.274103
84,1,32490.203957
0,1,32499.195121
0,1,32508.2211
82,1,32528.116688
0,1,32537.115262
81,1,32557.11216
0,1,32566.149081
0,1,32575.320174
82,1,32595.450267
0,1,32604.532105
85,1,32624.54912
82,1,32644.455926
83,1,32664.278775
0,1,32673.432969
0,1,32682.440879
85,1,32702.336935
85,1,32722.215991
80,1,32742.121072
82,1,32762.0154
0,1,32771.061767
0,1,32780.156015
0,1,32789.133686
0,1,32798.152179
0,1,32807.352737
0,1,32816.601798
84,1,32836.686703
0,1,32845.860882
0,1,32855.082743
83,1,32874.9336
83,1,32894.831784
0,1,32903.795749
0,1,32912.856315
88,1,32932.840667
0,1,32942.074514
0,1,32951.094705
0,1,32960.140785
0,1,32969.168202
117,1,32979.329764
119,1,32989.608274
0,1,32999.218918
120,1,33009.455927
0,1,33019.0374
0,1,33028.734661
109,1,33038.915636
0,1,33048.471895
114,1,33058.73237
111,1,33069.10561
0,1,33079.603949
0,1,33089.330561
0,1,33099.144796
0,1,33108.815934
0,1,33118.441041
112,1,33129.008085
114,1,33139.45321
0,1,33148.92031
0,1,33158.531232
0,1,33168.084938
116,1,33178.34866
120,1,33188.756592
0,1,33198.360299
114,1,33208.723929
0,1,33218.311812
115,1,33228.731884
0,1,33238.294489
0,1,33247.989846
112,1,33258.6122
0,1,33268.42871
105,1,33278.735847
104,1,33289.120795
110,1,33299.456393
0,1,33309.062365
111,1,33319.352357
116,1,33329.691818
0,1,33339.146463
117,1,33349.371335
110,1,33359.541048
0,1,33369.037789
118,1,33379.256148
0,1,33388.801499
114,1,33399.115754
0,1,33408.83702
108,1,33419.271901
0,1,33429.162788
122,1,33439.947249
115,1,33450.392489
109,1,33460.941992
116,1,33471.479744
123,1,33482.276565
0,1,33492.143127
0,1,33501.901025
115,1,33512.635176
124,1,33523.116893
119,1,33533.557061
0,1,33543.364298
119,1,33553.787823
0,1,33563.482564
120,1,33573.84268
0,1,33583.572905
0,1,33593.229624
0,1,33602.849365
105,1,33613.123819
0,1,33622.781569
0,1,33632.256612
0,1,33641.830326
0,1,33651.443435
112,1,33661.435414
122,1,33671.935947
0,1,33681.468356
109,1,33691.619506
113,1,33701.864197
116,1,33712.128921
0,1,33721.700365
101,1,33731.898235
0,1,33740.968878
0,1,33750.094862
0,1,33759.11468
0,1,33768.106431
0,1,33777.194034
0,1,33786.260674
84,1,33806.14742
0,1,33815.072033
81,1,33834.968614
0,1,33843.95605
113,1,33854.280305
0,1,33863.935616
115,1,33874.489758
110,1,33884.969692
125,1,33895.505905
0,1,33905.275784
115,1,33915.8536
0,1,33925.653636
124,1,33936.303259
123,1,33946.749225
112,1,33957.384135
122,1,33967.927699
0,1,33977.57241
0,1,33987.430032
0,1,33997.148219
0,1,34006.766337
0,1,34016.493503
0,1,34026.140373
123,1,34036.605204
107,1,34046.98761
0,1,34056.652905
0,1,34066.244875
0,1,34075.905398
110,1,34086.322866
0,1,34096.623418
114,1,34106.956056
112,1,34117.267804
0,1,34126.918981
0,1,34136.547691
119,1,34146.830974
113,1,34157.133814
111,1,34167.535726
112,1,34177.90185
0,1,34187.456795
111,1,34197.748448
109,1,34207.8722
111,1,34218.319817
117,1,34228.595887
0,1,34238.120135
0,1,34247.664663
108,1,34257.850688
0,1,34267.376194
117,1,34277.737293
0,1,34287.324462
105,1,34297.559697
0,1,34307.015111
0,1,34316.547542
0,1,34326.124479
0,1,34335.743185
112,1,34346.18236
122,1,34356.379798
122,1,34366.676376
0,1,34376.306826
0,1,34385.944622
0,1,34395.592226
0,1,34405.183999
0,1,34414.949394
112,1,34425.184268
122,1,34435.648716
0,1,34445.467443
120,1,34456.076177
114,1,34466.731627
112,1,34477.267933
119,1,34487.840352
108,1,34498.26526
0,1,34508.065284
0,1,34517.6119
114,1,34527.871892
110,1,34538.30209
122,1,34548.695698
0,1,34558.346756
0,1,34567.858273
0,1,34577.53023
122,1,34587.942932
113,1,34598.319764
105,1,34608.458229
121,1,34618.921932
0,1,34628.632614
0,1,34638.222544
0,1,34647.777002
0,1,34657.426495
0,1,34666.960356
0,1,34676.568331
0,1,34686.184021
108,1,34696.657401
115,1,34707.027986
0,1,34716.684213
110,1,34727.040137
0,1,34736.772424
0,1,34746.356127
117,1,34756.777336
123,1,34767.243526
0,1,34776.834697
0,1,34786.5445
0,1,34796.180765
0,1,34805.956886
0,1,34815.724321
0,1,34825.564613
111,1,34836.077425
121,1,34846.620166
123,1,34857.198665
0,1,34866.938068
119,1,34877.452587
111,1,34888.012941
0,1,34897.763907
0,1,34907.504222
112,1,34917.92288
120,1,34928.352514
112,1,34938.626151
0,1,34948.243861
108,1,34958.591906
112,1,34969.075877
119,1,34979.412018
106,1,34989.902262
116,1,35000.021109
122,1,35010.445441
0,1,35020.147808
0,1,35029.747138
115,1,35039.941524
0,1,35049.468417
111,1,35059.773183
0,1,35069.340448
0,1,35078.847995
0,1,35088.658261
0,1,35099.22737
115,1,35109.680865
104,1,35119.840588
114,1,35130.09625
0,1,35139.760035
0,1,35149.336293
113,1,35159.642029
0,1,35169.268419
0,1,35179.018628
0,1,35188.835307
127,1,35199.30439
0,1,35208.896053
0,1,35218.624612
0,1,35228.245792
0,1,35237.781105
117,1,35248.092699
105,1,35258.318861
0,1,35268.002151
122,1,35278.473021
122,1,35288.922705
116,1,35299.580707
124,1,35310.122804
0,1,35319.846458
0,1,35329.532701
0,1,35339.139779
0,1,35348.779885
104,1,35359.13575
0,1,35368.700431
124,1,35379.128271
0,1,35388.739728
0,1,35398.332329
0,1,35408.03107
115,1,35418.301185
0,1,35427.901214
103,1,35438.420309
122,1,35449.030367
118,1,35459.671967
0,1,35469.483934
0,1,35479.111259
0,1,35488.731631
112,1,35498.987931
0,1,35508.702095
103,1,35519.084051
0,1,35528.6743
113,1,35538.864676
0,1,35547.802454
79,1,35567.628605
0,1,35576.652075
83,1,35596.549079
81,1,35616.441012
0,1,35625.603027
0,1,35634.91156
0,1,35644.140749
0,1,35653.340237
120,1,35663.841372
113,1,35674.378664
124,1,35684.804038
0,1,35694.468405
108,1,35704.556331
0,1,35714.13995
0,1,35723.816724
113,1,35734.158308
0,1,35743.734113
117,1,35753.947992
122,1,35764.144692
0,1,35773.764569
116,1,35784.11813
0,1,35793.716204
120,1,35804.018856
0,1,35813.595146
0,1,35823.216358
0,1,35832.77193
117,1,35842.905886
117,1,35853.248973
0,1,35862.921381
112,1,35873.438295
110,1,35883.56907
107,1,35894.01102
123,1,35904.51146
111,1,35914.848315
113,1,35925.351802
121,1,35936.057139
101,1,35946.445895
117,1,35956.968058
122,1,35967.515805
0,1,35977.228776
0,1,35987.025871
123,1,35997.425206
125,1,36007.918116
115,1,36018.36427
100,1,36028.527999
0,1,36038.169958
0,1,36047.844522
114,1,36058.242458
0,1,36067.822368
124,1,36078.344435
108,1,36088.744554
121,1,36099.160002
0,1,36108.71083
0,1,36118.253674
111,1,36129.436738
113,1,36139.927613
0,1,36149.505646
110,1,36159.82938
0,1,36169.3641
114,1,36179.748106
0,1,36189.216785
119,1,36199.764009
0,1,36209.240924
121,1,36219.513469
0,1,36229.08204
0,1,36238.636405
108,1,36248.967789
0,1,36258.552233
120,1,36268.873048
0,1,36278.41186
0,1,36287.916342
107,1,36298.340869
0,1,36307.948549
0,1,36317.456135
0,1,36326.949553
110,1,36337.436066
114,1,36347.736487
0,1,36357.216477
124,1,36367.536517
106,1,36378.060883
120,1,36388.359999
115,1,36398.672372
112,1,36409.137157
124,1,36419.636467
0,1,36429.240526
123,1,36439.625324
119,1,36449.922699
125,1,36460.198048
0,1,36469.907287
0,1,36479.428228
107,1,36489.72794
0,1,36499.296569
123,1,36509.728508
114,1,36520.090338
0,1,36529.933306
113,1,36540.40712
123,1,36550.859954
0,1,36560.400384
109,1,36570.714062
0,1,36580.324006
0,1,36589.920371
112,1,36600.16644
112,1,36610.591825
124,1,36621.008859
0,1,36630.734224
123,1,36641.152687
0,1,36650.752083
0,1,36660.316019
118,1,36670.751858
0,1,36680.456477
117,1,36690.924296
0,1,36700.603479
110,1,36711.087484
114,1,36721.568333
112,1,36731.879755
102,1,36742.367696
0,1,36751.922605
113,1,36762.093744
0,1,36771.823044
125,1,36782.035473
121,1,36792.389778
108,1,36802.785809
0,1,36812.48441
124,1,36822.917649
0,1,36832.626805
0,1,36842.292714
113,1,36852.561618
113,1,36862.928576
0,1,36872.671957
110,1,36883.252551
0,1,36892.936484
107,1,36903.260373
0,1,36913.05693
0,1,36922.816802
0,1,36932.659679
0,1,36942.276625
0,1,36951.855765
0,1,36961.403464
122,1,36971.831447
112,1,36981.853061
0,1,36991.463985
114,1,37001.815914
0,1,37011.316891
0,1,37020.89509
0,1,37030.452146
0,1,37040.110161
0,1,37049.587829
0,1,37059.198661
0,1,37068.842295
109,1,37078.957
114,1,37089.266018
111,1,37099.57666
0,1,37109.203866
121,1,37119.627927
0,1,37129.926707
0,1,37139.541094
0,1,37149.132659
122,1,37159.564796
119,1,37170.065146
0,1,37179.808931
0,1,37189.531966
0,1,37199.272255
0,1,37209.132267
120,1,37219.689203
111,1,37230.024413
0,1,37239.751923
108,1,37250.2603
0,1,37259.812192
0,1,37269.357591
0,1,37279.071933
0,1,37288.649352
0,1,37298.1605
0,1,37307.838486
0,1,37317.448796
116,1,37327.796705
0,1,37337.384549
63,1,37347.498981
0,1,37356.586648
0,1,37376.591082
0,1,37396.627696
0,1,37416.469867
0,1,37425.55204
0,1,37445.54794
0,1,37454.469162
0,1,37463.560905
108,1,37473.864256
122,1,37484.357888
116,1,37494.636066
122,1,37505.048004
111,1,37515.356856
112,1,37525.861224
105,1,37536.252198
0,1,37545.876401
0,1,37555.672175
0,1,37565.36162
0,1,37575.07573
0,1,37584.772794
114,1,37595.300197
124,1,37606.086422
0,1,37615.884813
106,1,37626.457968
108,1,37636.823987
0,1,37646.649439
125,1,37657.223076
110,1,37667.650499
111,1,37678.189493
113,1,37688.669125
114,1,37699.068481
110,1,37709.524627
111,1,37719.961106
0,1,37729.65627
0,1,37739.210145
0,1,37748.837062
0,1,37758.553475
0,1,37768.156447
0,1,37777.799635
107,1,37788.092042
0,1,37797.639405
113,1,37807.915648
112,1,37818.361553
0,1,37827.993042
109,1,37838.353822
113,1,37848.676001
124,1,37859.072958
118,1,37869.336918
0,1,37878.865088
0,1,37888.448946
106,1,37898.683859
106,1,37908.761321
0,1,37918.373496
0,1,37927.818243
0,1,37937.464277
0,1,37947.079857
114,1,37957.435323
0,1,37967.100291
113,1,37977.306904
0,1,37986.888247
0,1,37996.376206
0,1,38005.964657
123,1,38016.368247
122,1,38026.75736
117,1,38037.100058
0,1,38046.705215
0,1,38056.334548
119,1,38066.768488
0,1,38076.355135
0,1,38085.872024
0,1,38095.449558
0,1,38105.031014
121,1,38115.436434
115,1,38125.99382
0,1,38135.634967
110,1,38145.939797
112,1,38156.244411
0,1,38166.764214
0,1,38176.457737
121,1,38186.960227
123,1,38197.544397
0,1,38207.308648
0,1,38217.091366
0,1,38226.848395
102,1,38237.393728
0,1,38247.292187
121,1,38257.799573
115,1,38268.441566
0,1,38278.14106
115,1,38288.796384
124,1,38299.399381
102,1,38309.91578
0,1,38319.768778
116,1,38330.15449
0,1,38339.843502
116,1,38350.34579
109,1,38360.636074
107,1,38370.896137
112,1,38381.115857
0,1,38390.839901
119,1,38401.164714
0,1,38410.831764
117,1,38421.196038
113,1,38431.544796
116,1,38441.904397
0,1,38451.462521
109,1,38461.716218
112,1,38472.017393
103,1,38482.334149
121,1,38492.758103
110,1,38502.984704
113,1,38513.300604
0,1,38523.068885
0,1,38532.772692
0,1,38542.644391
0,1,38552.447546
0,1,38562.202567
0,1,38571.979575
115,1,38582.431456
118,1,38592.948633
0,1,38602.549053
0,1,38612.172559
0,1,38621.806237
109,1,38632.176063
0,1,38641.879676
114,1,38652.123678
0,1,38661.876368
117,1,38672.23571
0,1,38681.843625
118,1,38692.268924
123,1,38702.654245
113,1,38713.083523
0,1,38722.680055
114,1,38733.032577
0,1,38742.661836
108,1,38753.006282
121,1,38763.373535
0,1,38772.808041
113,1,38783.146727
0,1,38792.848386
105,1,38803.17307
0,1,38812.775741
115,1,38823.109434
112,1,38833.466233
112,1,38843.712129
0,1,38853.464888
105,1,38863.764158
0,1,38873.372808
0,1,38882.905516
0,1,38892.563393
111,1,38902.772425
0,1,38912.500106
113,1,38922.885447
118,1,38933.113309
111,1,38943.316169
0,1,38952.849319
112,1,38963.232229
0,1,38972.930917
0,1,38982.519847
0,1,38992.064999
0,1,39001.672626
111,1,39012.052248
0,1,39021.706336
110,1,39032.04698
122,1,39042.469389
0,1,39052.256854
0,1,39061.977054
0,1,39071.572136
0,1,39081.284032
116,1,39091.54512
123,1,39102.136556
0,1,39111.844161
113,1,39122.34852
0,1,39132.13915
0,1,39141.904525
0,1,39151.81885
0,1,39160.967881
0,1,39170.79202
0,1,39179.945468
83,1,39199.82433
0,1,39208.822371
83,1,39228.623242
0,1,39237.624073
0,1,39246.65047
0,1,39255.679945
0,1,39264.764101
89,1,39274.880036
0,1,39284.632091
0,1,39294.276527
122,1,39304.599476
124,1,39314.864252
113,1,39325.268286
0,1,39334.776475
109,1,39344.918738
122,1,39355.22718
0,1,39364.804114
123,1,39375.220581
0,1,39384.828849
118,1,39395.323295
0,1,39405.004056
0,1,39414.772071
0,1,39424.607127
0,1,39434.45844
112,1,39444.918647
120,1,39455.457923
121,1,39465.832991
115,1,39476.18421
116,1,39486.601457
116,1,39496.946339
104,1,39507.284364
0,1,39516.795831
0,1,39526.315871
114,1,39536.526829
0,1,39546.012088
0,1,39555.667836
110,1,39566.007746
109,1,39576.304356
0,1,39585.964616
115,1,39596.176107
0,1,39605.799929
0,1,39615.509593
0,1,39625.260201
0,1,39635.006811
122,1,39645.51423
110,1,39656.074323
0,1,39665.763845
123,1,39676.237586
120,1,39686.711899
0,1,39696.305502
116,1,39706.645347
116,1,39717.080339
0,1,39726.660501
114,1,39736.856067
110,1,39747.27243
0,1,39756.822985
115,1,39767.154103
122,1,39777.548999
108,1,39787.892671
0,1,39797.459448
118,1,39807.768701
0,1,39817.259977
122,1,39827.58668
0,1,39837.144243
