#{"t_start": 1613974487.2586246, "env_id": "sdnsampling-v1"}
r,l,t
0.559124,1,424.140542
0.190906,1,424.899344
0.154272,1,426.309407
0.565072,1,427.062523
0.567264,1,427.821059
0.307885,1,428.574324
0.652901,1,429.329453
0.54395,1,430.085763
0.484533,1,430.848999
-0.139985,1,431.603639
0.377874,1,433.094271
0.533622,1,433.859127
0.601566,1,435.293294
0.006217,1,436.051682
0.786608,1,436.819266
0.210446,1,437.586342
0.655891,1,438.34978
0.277794,1,439.11538
0.777945,1,439.885049
0.3687,1,440.65071
0.668808,1,441.405491
0.623786,1,442.164686
0.483444,1,442.934013
0.618677,1,443.703461
0.715469,1,444.474019
0.621688,1,445.242612
0.451375,1,445.999793
0.615337,1,446.757339
0.691141,1,447.512614
0.61741,1,448.271914
0.556585,1,449.023263
0.686584,1,449.7781
0.606012,1,450.531673
0.735571,1,451.288547
0.758386,1,452.045794
0.673693,1,452.810488
0.541787,1,453.569017
0.566585,1,454.337324
0.337344,1,455.10774
0.519075,1,455.885098
0.665397,1,456.658543
0.686548,1,457.417693
0.477172,1,458.916226
0.606085,1,459.675377
0.542938,1,460.445203
0.093047,1,461.217129
0.531875,1,461.986476
0.386421,1,462.748052
0.663923,1,463.508878
0.468861,1,464.265312
0.640533,1,465.024223
0.313701,1,465.774169
0.596158,1,466.535061
0.436589,1,467.292508
0.678484,1,468.745028
0.700129,1,470.184037
0.602926,1,470.943309
0.475519,1,471.696304
0.63227,1,472.456538
0.537535,1,473.216748
0.209466,1,473.971702
0.557319,1,474.731286
0.666627,1,475.487687
0.648925,1,476.24432
0.629996,1,476.995794
0.166306,1,477.748533
0.08762,1,479.066442
0.420125,1,479.820978
0.671031,1,480.592137
0.232895,1,482.049038
0.524883,1,482.816069
0.536764,1,483.590473
0.740001,1,484.346698
0.609884,1,485.112661
0.515138,1,485.872178
-0.001926,1,486.630916
0.63879,1,487.389537
0.68234,1,488.158087
0.588482,1,488.916122
0.481153,1,489.67219
0.396903,1,490.424719
0.604858,1,491.184659
0.583253,1,491.949229
0.622625,1,492.721503
0.56365,1,493.49696
0.761751,1,494.25332
0.628502,1,495.018615
0.545273,1,495.771967
0.293411,1,496.529597
0.490724,1,497.281133
0.61243,1,498.034941
0.334783,1,498.786835
-0.020204,1,499.544136
0.031782,1,500.299778
0.6099,1,501.053919
-0.046056,1,501.815292
0.177054,1,502.570637
0.223052,1,503.328448
0.081574,1,504.090524
0.498066,1,504.863102
0.695722,1,506.298809
0.700152,1,507.060812
0.58636,1,508.514396
0.791013,1,509.275998
0.322822,1,510.034817
0.559285,1,510.787767
0.671257,1,511.541004
0.419467,1,512.298285
0.67667,1,513.055107
0.643975,1,513.814939
0.669655,1,515.248093
0.61575,1,516.010974
0.486682,1,516.770325
0.358348,1,517.530904
0.407893,1,518.298058
0.427744,1,519.052029
0.58974,1,519.808013
0.579608,1,521.267489
0.783472,1,522.019252
0.660209,1,522.776252
0.727601,1,523.537305
0.592496,1,524.973647
0.63442,1,525.737587
0.416072,1,526.503351
0.551559,1,527.270874
0.615426,1,528.033978
0.374,1,528.807435
0.574053,1,529.564369
0.708981,1,530.31977
0.686404,1,531.09038
0.216302,1,532.547558
0.640819,1,533.302431
0.78476,1,534.063271
0.245134,1,534.816525
0.603449,1,535.583743
0.533404,1,536.344334
0.524783,1,537.681015
0.441801,1,538.449415
0.179805,1,539.225101
0.728392,1,539.994688
0.335808,1,540.764721
0.746678,1,541.537278
0.583204,1,542.302143
0.704859,1,543.744159
0.444235,1,544.515033
0.746749,1,545.274047
0.568846,1,546.033436
0.191804,1,546.801138
0.566848,1,547.696714
0.697367,1,548.492085
0.525594,1,549.262401
0.437576,1,550.019663
0.751482,1,550.794817
0.632544,1,551.540296
0.668722,1,552.303137
0.534299,1,553.075605
0.346617,1,553.841022
0.563466,1,554.597751
0.526059,1,555.354234
0.712159,1,556.144834
0.628395,1,556.907555
0.716403,1,557.667391
0.555823,1,558.420408
0.810858,1,559.176462
0.315341,1,560.639694
0.638782,1,561.431516
0.659747,1,562.198487
0.656806,1,562.973912
0.64093,1,564.415366
0.52082,1,565.175596
0.567031,1,566.607635
0.508034,1,567.370467
0.545116,1,568.126363
0.429246,1,568.887442
0.670744,1,569.641328
0.658585,1,570.391848
0.353335,1,571.147513
0.677612,1,572.580701
0.486438,1,573.333251
0.826404,1,574.083406
0.746964,1,574.838398
0.510974,1,575.598585
0.752626,1,576.362032
0.538968,1,577.122426
0.484175,1,577.874368
0.61879,1,578.628654
0.616835,1,579.385578
0.696871,1,580.141097
0.559983,1,581.600173
0.313723,1,582.352037
0.637349,1,583.105155
0.35904,1,583.860401
0.661985,1,584.618108
0.686081,1,585.369625
0.72976,1,586.80454
0.546964,1,587.560381
0.391861,1,588.323491
0.555812,1,589.092863
0.668447,1,589.850446
0.707537,1,590.601005
0.605907,1,591.350939
0.526361,1,592.100617
0.469538,1,593.475319
0.497637,1,594.231041
0.510257,1,594.989679
0.674328,1,595.74627
0.703892,1,596.503695
0.666925,1,597.258813
0.774673,1,598.01833
0.542435,1,598.774401
0.484002,1,599.530454
0.355969,1,600.868727
0.279741,1,602.308995
0.582642,1,603.0722
-0.084829,1,603.829137
0.66759,1,604.600439
0.709165,1,605.367676
0.84934,1,606.14931
0.416112,1,606.924193
0.614809,1,607.691704
0.73106,1,608.455681
0.579796,1,609.909519
0.583759,1,610.670969
0.613131,1,611.44095
0.548631,1,612.201467
0.702667,1,612.962105
0.749645,1,613.716985
0.742345,1,614.470013
0.734938,1,615.223363
0.50626,1,615.981156
0.650046,1,616.732254
0.597105,1,617.484223
0.355696,1,618.233992
0.694648,1,618.985879
0.42015,1,619.739578
0.471517,1,620.494758
0.609206,1,621.24683
0.796556,1,622.012558
0.226607,1,622.769793
0.332987,1,623.530523
0.365968,1,624.295502
0.300732,1,625.062102
0.742508,1,625.817697
0.628921,1,626.570213
0.622171,1,627.321938
0.678101,1,628.076039
0.318119,1,628.840489
0.653643,1,629.606051
0.785023,1,630.366405
0.611443,1,631.129212
0.535722,1,631.886646
0.642865,1,632.642374
0.7837,1,634.133959
0.434829,1,634.893706
0.751023,1,635.66064
0.707042,1,636.42675
0.735448,1,637.191746
0.648442,1,638.64119
0.377279,1,639.394742
0.614649,1,640.169852
0.670683,1,640.939208
0.543609,1,641.707882
0.592064,1,642.46979
0.282516,1,643.231593
0.411855,1,643.983978
0.465859,1,644.74215
0.52044,1,646.181994
0.768346,1,646.948552
0.468087,1,647.719079
0.739932,1,648.483163
0.733547,1,649.24618
0.733683,1,650.008545
0.668481,1,650.766191
0.696357,1,651.525274
0.704735,1,652.288877
0.716892,1,653.735973
0.712788,1,654.49578
0.778923,1,655.254194
0.538991,1,656.014926
0.591086,1,657.330495
0.594409,1,658.092084
0.448486,1,658.850441
0.625086,1,659.611455
0.606403,1,660.379437
-0.149112,1,661.151881
0.317764,1,661.909976
0.612387,1,663.369667
0.601168,1,664.124122
0.513038,1,664.880756
0.677495,1,666.312329
0.72651,1,667.067791
0.114526,1,668.499769
0.752051,1,669.255766
0.610776,1,670.011303
0.076127,1,670.762419
0.682064,1,671.513275
0.562117,1,672.273165
0.574802,1,673.044081
0.645029,1,674.497309
0.665779,1,675.253283
0.59013,1,676.014341
0.43034,1,676.778319
0.697558,1,678.218267
0.699464,1,678.988482
0.469532,1,680.440111
0.748955,1,681.20442
0.683912,1,682.655264
0.497797,1,683.409951
0.742143,1,684.167699
0.455076,1,684.933659
0.407465,1,686.261704
0.196389,1,687.692264
0.720644,1,688.456559
0.590354,1,689.212452
0.411971,1,689.967877
0.452076,1,690.722204
0.692886,1,691.481344
0.714753,1,692.247815
0.802802,1,693.00553
0.774584,1,693.76379
0.814764,1,694.52462
0.669536,1,695.2803
0.538507,1,696.042383
0.610091,1,696.81836
0.659721,1,697.575507
0.706259,1,698.337771
0.629457,1,699.095398
0.526403,1,699.853776
0.566909,1,700.614034
0.453027,1,701.370749
0.658624,1,702.129967
0.636023,1,702.905236
0.678481,1,704.358378
0.55678,1,705.124463
0.610842,1,705.891326
0.646564,1,706.663953
0.684553,1,708.109833
0.797063,1,708.879631
0.578556,1,709.637476
0.613784,1,711.082141
0.684407,1,711.864635
0.737235,1,712.642376
0.342133,1,713.418026
0.63802,1,714.1826
0.514587,1,714.950374
0.646418,1,715.710197
0.730571,1,716.470975
0.710854,1,717.232936
0.687539,1,717.996825
0.436859,1,718.760976
0.578217,1,719.52625
0.64912,1,721.014726
0.493841,1,721.764395
0.315321,1,722.51687
0.755493,1,723.279547
0.614906,1,724.040312
0.72628,1,724.792706
0.662256,1,725.552691
0.692513,1,726.311545
0.386219,1,727.074507
0.401628,1,727.829855
0.695896,1,728.586442
0.758462,1,729.340263
0.72356,1,730.096261
0.723519,1,730.854029
0.450757,1,731.610524
0.663128,1,732.368681
0.676296,1,733.134522
0.634703,1,733.89208
0.572839,1,734.64797
0.711698,1,735.40147
0.15136,1,736.158954
0.527177,1,736.916239
0.466631,1,737.666517
0.514411,1,738.418429
0.654766,1,739.169689
0.749039,1,739.925542
0.738331,1,740.675442
0.776103,1,741.429679
0.490064,1,742.185891
0.302427,1,742.94736
0.707939,1,743.704095
0.619629,1,744.464716
0.487448,1,745.228364
0.767706,1,745.983956
0.663787,1,746.738871
0.390561,1,747.491911
0.539915,1,748.24247
0.57209,1,748.994411
0.694571,1,749.745033
0.61031,1,750.497768
0.551672,1,751.941606
0.667918,1,752.701624
0.646119,1,753.459244
0.602413,1,754.219083
0.676313,1,754.982891
0.672283,1,755.747165
0.728685,1,756.519506
0.511613,1,757.293254
0.740566,1,758.053146
0.796875,1,758.824197
0.654445,1,759.581612
0.605534,1,761.625833
0.724936,1,762.38872
0.716502,1,763.158824
0.606432,1,763.927776
0.71672,1,764.696757
0.385423,1,765.467466
0.622362,1,766.903783
0.653896,1,767.67621
0.65619,1,768.441938
0.35843,1,769.210696
0.576531,1,769.978235
0.339604,1,770.74609
0.399528,1,771.512377
0.745935,1,772.264517
0.57423,1,773.02905
0.60715,1,773.799439
0.298136,1,774.557563
0.527527,1,775.315346
0.583897,1,776.074966
0.719868,1,776.836638
0.787867,1,777.592409
0.66788,1,779.07581
0.678457,1,779.852319
0.573181,1,780.630525
0.612453,1,781.404878
0.691937,1,782.179371
0.616351,1,782.944483
0.805586,1,783.718868
0.68226,1,784.505919
0.630896,1,785.274545
0.712486,1,786.037441
0.53988,1,786.80178
0.80153,1,788.225645
0.517884,1,788.986882
0.703328,1,789.745958
0.641612,1,790.503997
0.543454,1,791.270246
0.705538,1,792.051105
0.610744,1,792.813725
0.528267,1,793.576986
0.571898,1,794.346931
0.58873,1,795.103819
0.44147,1,796.587823
0.574497,1,797.349991
0.81342,1,798.109802
0.734052,1,798.884645
0.803703,1,799.665171
0.308288,1,800.437974
